Title,URL,Sentence,Label,Score
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 26: Allora Labs, contributors to the Allora Network – described as a ""decentralized, self-improving machine intelligence network that powers applications with an evolving system of machine learning models"" – closed a strategic funding round, bringing their total company funding to $35 million.",Social,0.958205938
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,According to the team: "This round aimed to bring on further strategic partners that will play a key role in creating a decentralized collective intelligence network.,Social,0.983747184
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"This funding will accelerate their mission to become the 'onchain cloud' platform, making it seamless for developers to launch and scale decentralized apps via rollups.""",Social,0.899182856
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Protocol Village is a regular feature of The Protocol, our weekly newsletter exploring the tech behind crypto, one block at a time.",Social,0.850202858
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,Project teams can submit updates here.,Social,0.894811869
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"(SOL) June 25: Acre introduced ""simple BTC yield"" on Mezo, a Bitcoin economic layer, thanks to our liquid staked Bitcoin, stBTC.",Environmental,0.881628692
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"According to the team: ""Acre strips away the complexity of Bitcoin yield, giving a simple Bitcoin in, Bitcoin out process for depositors.",Environmental,0.896284282
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 25: Portal to Bitcoin, the bridgeless interoperability protocol on Bitcoin formerly known as Portal that raised $34 million in a seed round in March, has hired 18 people, according to the team.",Social,0.983545899
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 25: Crypto exchange Bitget announced a $20 million TON Ecosystem Fund in alliance with Singapore-based investment firm Foresight Ventures, ""aiming to support early-stage projects building on The Open Network (TON),"" according to the team: ""This strategic initiative highlights the duo's commitment to fostering innovation and development within the TON ecosystem.""",Social,0.913720071
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 25: Colosseum, the recently launched startup accelerator that organizes hackathons for the Solana ecosystem, raised $60 million for a fund that will invest in early-stage projects, the company announced Tuesday.",Social,0.889583588
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"The fund, which was oversubscribed, will focus on pre-seed investments in selected startups from the winners of Solana Hackathons.",Social,0.944500446
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 24: Metis, an Ethereum layer-2 network, planned to announce the opening of a community selection process for its first batch of external sequencer node operators, ""becoming the first L2 to enable shared ownership and control of a critical piece of infrastructure,"" according to the team: ""By operating these nodes, entities become network owners.",Social,0.863476336
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Distributed ownership creates robust decentralization, bringing stronger reliability to Metis and enhancing liveness and economic security.""",Social,0.931498826
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 24: Gitcoin, a project for providing funding for Ethereum development, released what it says is a free tool, ""Grants Program Canvas,"" to ""launch and grow a high-impact grants program,"" with downloadable templates, worksheets and step-by-step walk-thrus, according to the team: ""Packed with years of expertise and industry insights, Grants Program Design is a detailed playbook designed to support growth leads with a structured, visual approach to grants program design.""",Social,0.978022218
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Key to the process is a revenue-sharing agreement with Bitcoin bridge Nomic, according to an emailed announcement shared with CoinDesk on Friday.",Social,0.898958921
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 21: Aleph Zero, a privacy-enhanced public blockchain operating on a Substrate stack developed by Polkadot developer Parity Technologies, introduced zkOS, an EVM-compatible privacy layer that generates zero-knowledge proofs in under a second on consumer devices, according to the team: ""This allows for private transactions and dApp interactions without revealing underlying data.",Social,0.860282779
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 20: Farworld Labs, the Farcaster-native gaming company, has closed its $1.75 million pre-seed funding round, co-led by Lemniscap and Variant.",Social,0.899442792
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Built on decentralized social media protocols, the Farcade is a platform and suite of tools for developers to build crypto-native games that integrate with onchain social, making games instantly playable within social media feeds with just a single click.""",Social,0.933888853
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,June 20: The Celo Foundation is elevating homegrown and Web3 native talent into key senior leadership positions.,Social,0.956599653
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,He will work closely with Rene Reinsberg to oversee the Foundation’s daily operations.,Social,0.882961154
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,Isha Varshney has transitioned from head of DeFi to head of Ecosystem.,Social,0.899795592
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"She will oversee projects building on Celo, and lead business development efforts with both Web2 and Web3 firms.",Social,0.970021486
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,Sophia Dew joins the Celo Foundation as developer relations lead to support builders developing on the emerging Ethereum L2.",Social,0.948403478
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 20: Botanix Labs, building an EVM-equivalent layer-2 network atop Bitcoin, announced the appointment of security expert and industry veteran Ron Stoner as its new Head of Security, according to the team: ""With this addition, the Botanix Labs team is uniquely positioned to develop industry-leading infrastructure that securely scales Bitcoin-native financial tools.",Social,0.943435013
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Ron Stoner brings a wealth of experience in designing and testing blockchain-based networks as one of the most respected hackers, educators, and security professionals in the cryptocurrency industry.""",Social,0.979963124
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 20: POKT Network, a project for decentralized RPC infrastructure processing, is expanding into AI inference services, according to the team: ""The network’s open-source, permissionless design aligns incentives among model researchers, hardware operators, API providers and users.",Social,0.970220625
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Utilizing its Relay Mining algorithm, POKT creates a transparent marketplace for cryptographically verified usage, enabling AI researchers to disseminate work and generate revenue without maintaining infrastructure.",Social,0.912689209
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"This aims to decentralize AI, competing with centralized entities and supporting broad participation.""",Social,0.977926791
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 20: ZKX, describing itself as ""the first social perp trading DEX on Starknet and Ethereum,"" has raised $6.3 million in a seed round featuring key investors, such as Flowdesk, GCR and DeWhales, according to the team: ""This brings the protocol's total funding to $7.6 million over the past two years.",Social,0.936359286
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"The token will empower users in governance and staking, with features like social copy trade pools and cross-chain interoperability planned.""",Social,0.978693128
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 20: BNB Chain has successfully activated the BEP 336 Haber Hardfork, according to the team: ""This upgrade introduces blob-carrying transactions, drastically reducing gas fees by up to 90%, and marks a significant step in optimizing BNB Chain’s data storage and processing capabilities.",Environmental,0.953833938
Bitcoin Mining Sector Is Attracting Growing Investor Interest Following Core Scientific Deal: JPMorgan,https://www.coindesk.com/markets/2024/06/24/bitcoin-mining-sector-is-attracting-growing-investor-interest-following-core-scientific-deal-jpmorgan/,Core Scientific said it had signed a 200 megawatts (MW) artificial intelligence deal with the cloud computing firm earlier this month.,Social,0.906467915
Bitcoin Mining Sector Is Attracting Growing Investor Interest Following Core Scientific Deal: JPMorgan,https://www.coindesk.com/markets/2024/06/24/bitcoin-mining-sector-is-attracting-growing-investor-interest-following-core-scientific-deal-jpmorgan/,"Iris Energy was early to embrace the HPC trend and is already running graphics processing units (GPUs) at its facilities, the bank noted.",Environmental,0.913534403
Bitcoin Mining Sector Is Attracting Growing Investor Interest Following Core Scientific Deal: JPMorgan,https://www.coindesk.com/markets/2024/06/24/bitcoin-mining-sector-is-attracting-growing-investor-interest-following-core-scientific-deal-jpmorgan/,The firm has a track record of building and delivering high-quality data centers on time and has access to a decent amount of power.,Environmental,0.876375079
Bitcoin Mining Sector Is Attracting Growing Investor Interest Following Core Scientific Deal: JPMorgan,https://www.coindesk.com/markets/2024/06/24/bitcoin-mining-sector-is-attracting-growing-investor-interest-following-core-scientific-deal-jpmorgan/,"Neutral-rated Cipher Mining (IFR) has attractive power costs and a strong operational history, but has a smaller power pipeline than Iris Energy, the bank said.",Environmental,0.943571985
Japan’s Metaplanet Wants to Buy Another $6M Bitcoin,https://www.coindesk.com/markets/2024/06/24/japans-metaplanet-wants-to-buy-another-6m-bitcoin/,"Bitcoin is down 3% in the past 24 hours and trades at $63,200 as of Asian afternoon hours.",Social,0.900371492
Japan’s Metaplanet Wants to Buy Another $6M Bitcoin,https://www.coindesk.com/markets/2024/06/24/japans-metaplanet-wants-to-buy-another-6m-bitcoin/,Edited by Parikshit Mishra.,Social,0.876224935
"Bitcoin Threatens $60K on Mt. Gox News, but Sales Could Be Less Than Feared",https://www.coindesk.com/markets/2024/06/24/bitcoin-threatens-60k-on-mt-gox-news-but-sales-could-be-less-than-feared/,"Gox crypto exchange said it will begin returning more than 140,000 BTC in July to clients whose assets were stolen in a 2014 hack.",Social,0.962522209
"Bitcoin Threatens $60K on Mt. Gox News, but Sales Could Be Less Than Feared",https://www.coindesk.com/markets/2024/06/24/bitcoin-threatens-60k-on-mt-gox-news-but-sales-could-be-less-than-feared/,Ether (ETH) was lower by similar amount as was the broader CoinDesk 20 Index.,Environmental,0.967930019
"Bitcoin Threatens $60K on Mt. Gox News, but Sales Could Be Less Than Feared",https://www.coindesk.com/markets/2024/06/24/bitcoin-threatens-60k-on-mt-gox-news-but-sales-could-be-less-than-feared/,"Of that, Thorn believes 65,000 coins will be going to individual creditors, but he thinks they may prove more ""diamond-handed"" than most expect.",Social,0.926990211
Mt. Gox Redemption Fears ‘Overblown’ Say Traders as $10B BTC Holdings Draw Concerns,https://www.coindesk.com/markets/2024/06/25/mt-gox-redemption-fears-overblown-say-traders-as-10b-btc-holdings-draw-concerns/,"“In addition, most creditors will likely hold their bitcoin because their cost basis is less than $700 per bitcoin,” he added.",Social,0.895431399
Mt. Gox Redemption Fears ‘Overblown’ Say Traders as $10B BTC Holdings Draw Concerns,https://www.coindesk.com/markets/2024/06/25/mt-gox-redemption-fears-overblown-say-traders-as-10b-btc-holdings-draw-concerns/,The defunct crypto exchange’s trustees said they are preparing to distribute the bitcoin (BTC) stolen from clients in a 2014 hack in the first week of July.,Social,0.925532579
Mt. Gox Redemption Fears ‘Overblown’ Say Traders as $10B BTC Holdings Draw Concerns,https://www.coindesk.com/markets/2024/06/25/mt-gox-redemption-fears-overblown-say-traders-as-10b-btc-holdings-draw-concerns/,"The exact bitcoin amount to be distributed remains unknown publicly, but the exchange consolidated 140,000 BTC, worth around $9 billion, from multiple cold wallets to a single address in May.",Social,0.938359797
Mt. Gox Redemption Fears ‘Overblown’ Say Traders as $10B BTC Holdings Draw Concerns,https://www.coindesk.com/markets/2024/06/25/mt-gox-redemption-fears-overblown-say-traders-as-10b-btc-holdings-draw-concerns/,Edited by Parikshit Mishra.,Social,0.876224935
Bitcoin Payments App Strike Enters UK as Global Expansion Rolls Out,https://www.coindesk.com/business/2024/06/25/bitcoin-payments-app-strike-enters-uk-as-global-expansion-rolls-out/,"“With a population of 67 million, the U.K. is the second-largest economy in Europe and sixth-largest globally and presents significant opportunities for bitcoin adoption,” the company said.",Social,0.949569285
Bitcoin Payments App Strike Enters UK as Global Expansion Rolls Out,https://www.coindesk.com/business/2024/06/25/bitcoin-payments-app-strike-enters-uk-as-global-expansion-rolls-out/,Edited by Sheldon Reback.,Social,0.858677864
"First Mover Americas: BTC Steadies, but 10% Monthly Loss Questions Nasdaq Rally",https://www.coindesk.com/markets/2024/06/25/first-mover-americas-btc-steadies-but-10-monthly-loss-questions-nasdaq-rally/,"This article originally appeared in First Mover, CoinDesk’s daily newsletter, putting the latest moves in crypto markets in context.",Social,0.929080963
"First Mover Americas: BTC Steadies, but 10% Monthly Loss Questions Nasdaq Rally",https://www.coindesk.com/markets/2024/06/25/first-mover-americas-btc-steadies-but-10-monthly-loss-questions-nasdaq-rally/,"“It may not be such a good sign for Nvidia, either, because Nvidia has tracked Bitcoin fairly well, too.” Traders on the decentralized predictions platform Polymarket have already chosen a winner in the 2024 U.S. Presidential Elections, and it's not incumbent Joe Biden.",Social,0.890937269
"First Mover Americas: BTC Steadies, but 10% Monthly Loss Questions Nasdaq Rally",https://www.coindesk.com/markets/2024/06/25/first-mover-americas-btc-steadies-but-10-monthly-loss-questions-nasdaq-rally/,"A Polymarket contract asking who would win the election showed Republican candidate Donald Trump as the clear favorite, with a 57% chance of winning versus 35% for Biden.",Social,0.962971091
"First Mover Americas: BTC Steadies, but 10% Monthly Loss Questions Nasdaq Rally",https://www.coindesk.com/markets/2024/06/25/first-mover-americas-btc-steadies-but-10-monthly-loss-questions-nasdaq-rally/,"Meanwhile, another contract showed Biden winning the popular vote, which merely represents the proportion of votes cast for each candidate and carries no electoral weight.",Social,0.971203387
"First Mover Americas: BTC Steadies, but 10% Monthly Loss Questions Nasdaq Rally",https://www.coindesk.com/markets/2024/06/25/first-mover-americas-btc-steadies-but-10-monthly-loss-questions-nasdaq-rally/,Trump’s favorable stance on crypto means BTC and the wider market could emerge as a bet on Trump’s presidency in the lead up to the Nov. 4 election.,Social,0.943230152
